system   W            wsystem.c:504  load_library_at_path             [   0.00057] Failed to load C:\Users\Brad\Desktop\Dropbox\Grand Tale\Game\Tools\MapEditorV2\MapEditor\Debug\d3d9.dll (error: 126)
display  D   display_settings.c:486  _al_score_display_settings       [   0.06309] Score is : 609
display  D   display_settings.c:486  _al_score_display_settings       [   0.06310] Score is : 598
display  D   display_settings.c:486  _al_score_display_settings       [   0.06311] Score is : 593
display  D   display_settings.c:486  _al_score_display_settings       [   0.06312] Score is : 589
display  D   display_settings.c:486  _al_score_display_settings       [   0.06313] Score is : 587
display  D   display_settings.c:486  _al_score_display_settings       [   0.06314] Score is : 586
display  D   display_settings.c:486  _al_score_display_settings       [   0.06315] Score is : 585
display  D   display_settings.c:357  _al_score_display_settings       [   0.06316] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06318] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06319] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06320] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06321] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06322] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06323] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06325] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06327] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06328] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06329] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06330] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06331] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06332] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06334] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06335] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06336] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06337] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06338] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06339] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06341] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06342] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06343] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06344] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06345] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06346] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06348] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06349] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06350] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06351] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06352] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06353] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06354] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06356] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06357] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06358] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06359] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06360] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06361] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06362] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06364] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06365] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06366] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06367] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06368] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06369] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06370] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06372] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06373] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06374] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06375] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06376] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06377] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06379] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06380] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06381] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06382] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06383] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06384] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06386] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.06387] Single Buffer requirement not met.
